k=0.800,k=0.825,k=0.850,k=0.875,k=0.900,k=0.925,k=0.950,k=0.975,k=1.000,k=1.025,k=1.050,k=1.075,k=1.100,k=1.125,k=1.150,k=1.175,T,Price,Strike
0.536630,0.532303,0.528068,0.523918,0.519852,0.515864,0.511951,0.508111,0.504341,0.500639,0.497002,0.493428,0.489916,0.486465,0.483072,0.479737,0.672699,0.108162,0.882324
0.700290,0.698178,0.696121,0.694117,0.692164,0.690259,0.688399,0.686582,0.684806,0.683069,0.681370,0.679706,0.678077,0.676480,0.674915,0.673380,1.868276,0.164766,0.653418
0.360827,0.356608,0.352872,0.349643,0.346941,0.344778,0.343157,0.342071,0.341505,0.341429,0.341808,0.342602,0.343764,0.345247,0.347008,0.349001,1.151866,0.039226,0.704980
0.558781,0.558579,0.558383,0.558192,0.558007,0.557827,0.557652,0.557481,0.557315,0.557152,0.556994,0.556839,0.556687,0.556539,0.556395,0.556253,1.737254,0.179441,0.807715
0.454012,0.451339,0.448740,0.446212,0.443750,0.441353,0.439019,0.436744,0.434528,0.432368,0.430263,0.428211,0.426211,0.424260,0.422359,0.420506,0.085439,0.365885,1.357520
0.700304,0.699904,0.699522,0.699156,0.698805,0.698470,0.698147,0.697837,0.697540,0.697254,0.696978,0.696713,0.696457,0.696211,0.695973,0.695743,1.098053,0.314182,1.037598
0.177526,0.165800,0.153992,0.142080,0.130055,0.117942,0.105868,0.094281,0.084717,0.080852,0.083758,0.089749,0.096601,0.103558,0.110368,0.116939,1.285695,0.017144,0.827051
0.656436,0.655861,0.655305,0.654765,0.654241,0.653732,0.653238,0.652757,0.652288,0.651832,0.651387,0.650954,0.650531,0.650117,0.649714,0.649319,0.527639,0.130263,0.891699
0.789153,0.787618,0.786126,0.784674,0.783259,0.781881,0.780536,0.779223,0.777941,0.776688,0.775463,0.774265,0.773092,0.771943,0.770818,0.769715,0.672231,0.303495,1.120605
0.469346,0.462681,0.456071,0.449508,0.442986,0.436499,0.430044,0.423615,0.417209,0.410824,0.404457,0.398106,0.391772,0.385455,0.379155,0.372877,1.668467,0.128404,0.806152
0.359924,0.351634,0.343376,0.335137,0.326906,0.318673,0.310426,0.302155,0.293850,0.285499,0.277093,0.268621,0.260073,0.251440,0.242716,0.233894,1.576752,0.052983,0.717871
0.527966,0.524947,0.522117,0.519472,0.517005,0.514709,0.512579,0.510608,0.508791,0.507121,0.505593,0.504200,0.502937,0.501798,0.500777,0.499868,1.702627,0.192194,0.860254
0.837530,0.835789,0.834098,0.832456,0.830858,0.829304,0.827790,0.826315,0.824877,0.823474,0.822104,0.820766,0.819459,0.818181,0.816930,0.815707,1.069509,0.123035,0.612012
0.473338,0.471906,0.470512,0.469154,0.467830,0.466538,0.465277,0.464045,0.462840,0.461662,0.460509,0.459381,0.458275,0.457192,0.456130,0.455088,1.368988,0.398028,1.279199
0.551432,0.549144,0.547070,0.545204,0.543540,0.542071,0.540790,0.539690,0.538762,0.537999,0.537391,0.536929,0.536605,0.536409,0.536334,0.536369,0.761607,0.268315,1.133301
0.691132,0.690517,0.689920,0.689342,0.688782,0.688237,0.687707,0.687193,0.686691,0.686203,0.685728,0.685264,0.684812,0.684370,0.683939,0.683517,1.958120,0.296689,0.893652
0.732093,0.725986,0.719991,0.714102,0.708314,0.702622,0.697022,0.691510,0.686083,0.680737,0.675470,0.670280,0.665165,0.660123,0.655152,0.650252,0.966095,0.113260,0.682129
0.671486,0.671157,0.670847,0.670556,0.670282,0.670023,0.669780,0.669551,0.669335,0.669131,0.668939,0.668758,0.668587,0.668426,0.668274,0.668131,1.835052,0.129070,0.639941
0.638172,0.637095,0.636053,0.635043,0.634065,0.633116,0.632195,0.631300,0.630430,0.629584,0.628760,0.627958,0.627177,0.626416,0.625673,0.624949,0.171539,0.056792,0.928613
0.242878,0.230655,0.218015,0.204816,0.191163,0.176959,0.162640,0.149776,0.142746,0.145897,0.155572,0.166938,0.178151,0.188720,0.198564,0.207731,0.168732,0.000215,0.620020
0.623371,0.621099,0.618882,0.616715,0.614598,0.612526,0.610498,0.608512,0.606565,0.604656,0.602783,0.600944,0.599139,0.597365,0.595621,0.593906,1.157949,0.269670,1.010059
0.775520,0.775474,0.775432,0.775393,0.775358,0.775326,0.775297,0.775271,0.775247,0.775225,0.775205,0.775188,0.775172,0.775158,0.775146,0.775135,1.267914,0.592459,1.354199
0.344954,0.342385,0.339867,0.337399,0.334978,0.332600,0.330265,0.327970,0.325713,0.323492,0.321306,0.319154,0.317033,0.314943,0.312882,0.310849,1.332489,0.325572,1.264551
0.627625,0.624311,0.621096,0.617974,0.614942,0.611995,0.609130,0.606342,0.603629,0.600986,0.598413,0.595905,0.593460,0.591076,0.588750,0.586481,1.531830,0.452608,1.239355
0.764428,0.763254,0.762259,0.761433,0.760766,0.760249,0.759873,0.759629,0.759508,0.759501,0.759601,0.759799,0.760088,0.760460,0.760909,0.761428,0.531850,0.323547,1.169043
0.756214,0.756073,0.755937,0.755805,0.755677,0.755552,0.755430,0.755311,0.755196,0.755083,0.754973,0.754865,0.754760,0.754657,0.754557,0.754459,0.374156,0.054288,0.720215
0.515185,0.510585,0.506160,0.501905,0.497819,0.493897,0.490139,0.486541,0.483101,0.479817,0.476686,0.473706,0.470874,0.468188,0.465644,0.463239,1.441050,0.163583,0.882910
0.770575,0.769699,0.768947,0.768313,0.767789,0.767368,0.767044,0.766810,0.766659,0.766587,0.766588,0.766657,0.766788,0.766977,0.767220,0.767512,0.821503,0.204864,0.867676
0.795743,0.790890,0.786160,0.781546,0.777045,0.772650,0.768359,0.764167,0.760071,0.756068,0.752155,0.748328,0.744586,0.740926,0.737346,0.733844,0.860341,0.224415,0.886621
0.481649,0.472815,0.464049,0.455349,0.446713,0.438139,0.429631,0.421189,0.412820,0.404528,0.396323,0.388216,0.380220,0.372350,0.364625,0.357068,1.631032,0.413509,1.365332
0.653089,0.649246,0.645636,0.642252,0.639091,0.636145,0.633410,0.630880,0.628549,0.626410,0.624456,0.622681,0.621077,0.619638,0.618356,0.617223,1.637583,0.407648,1.141699
0.717400,0.715925,0.714551,0.713271,0.712082,0.710978,0.709953,0.709005,0.708129,0.707321,0.706577,0.705894,0.705268,0.704697,0.704178,0.703707,1.073252,0.410112,1.172559
0.564069,0.554255,0.544444,0.534620,0.524758,0.514846,0.504859,0.494776,0.484573,0.474220,0.463687,0.452936,0.441927,0.430606,0.418915,0.406778,0.103221,0.026098,0.874512
0.791034,0.788885,0.786834,0.784876,0.783006,0.781220,0.779515,0.777885,0.776328,0.774840,0.773418,0.772059,0.770761,0.769520,0.768334,0.767201,0.914622,0.462607,1.252832
0.356792,0.349117,0.341571,0.334160,0.326891,0.319777,0.312831,0.306071,0.299520,0.293203,0.287151,0.281395,0.275971,0.270912,0.266252,0.262018,1.018036,0.083760,0.880371
0.605195,0.599655,0.594250,0.588978,0.583836,0.578821,0.573933,0.569170,0.564532,0.560019,0.555632,0.551371,0.547237,0.543232,0.539356,0.535612,0.085907,-0.005949,0.653223
0.692227,0.685676,0.679290,0.673066,0.667003,0.661103,0.655364,0.649790,0.644383,0.639145,0.634080,0.629191,0.624482,0.619958,0.615621,0.611473,0.458852,0.350396,1.277051
0.524714,0.520238,0.515919,0.511757,0.507746,0.503885,0.500171,0.496603,0.493177,0.489893,0.486747,0.483737,0.480862,0.478119,0.475506,0.473020,1.303009,0.153929,0.879199
0.464974,0.464929,0.464886,0.464845,0.464806,0.464769,0.464733,0.464699,0.464666,0.464634,0.464604,0.464575,0.464547,0.464520,0.464494,0.464469,1.306285,0.399584,1.267871
0.440942,0.432420,0.423923,0.415441,0.406964,0.398484,0.389992,0.381483,0.372953,0.364401,0.355832,0.347255,0.338686,0.330155,0.321699,0.313373,0.385386,0.001395,0.601270
0.578102,0.576231,0.574414,0.572648,0.570931,0.569259,0.567632,0.566046,0.564499,0.562991,0.561519,0.560081,0.558677,0.557305,0.555964,0.554652,1.964671,0.138531,0.689746
0.629953,0.620374,0.610837,0.601327,0.591832,0.582336,0.572826,0.563286,0.553702,0.544056,0.534331,0.524508,0.514567,0.504486,0.494238,0.483795,0.206635,0.111781,1.014551
0.631173,0.629125,0.627160,0.625273,0.623461,0.621721,0.620048,0.618441,0.616895,0.615408,0.613978,0.612603,0.611279,0.610006,0.608780,0.607600,0.488332,0.447690,1.381152
0.737420,0.736792,0.736184,0.735594,0.735022,0.734466,0.733927,0.733402,0.732891,0.732393,0.731909,0.731436,0.730975,0.730526,0.730086,0.729657,1.446665,0.456104,1.175684
0.845704,0.843491,0.841343,0.839257,0.837229,0.835257,0.833337,0.831467,0.829645,0.827868,0.826135,0.824443,0.822791,0.821177,0.819600,0.818058,0.325022,0.477991,1.397559
0.391251,0.382792,0.374499,0.366376,0.358433,0.350681,0.343134,0.335810,0.328729,0.321916,0.315397,0.309201,0.303358,0.297899,0.292850,0.288235,1.249664,0.124640,0.941699
0.430553,0.429396,0.428296,0.427251,0.426259,0.425316,0.424420,0.423569,0.422760,0.421993,0.421264,0.420572,0.419915,0.419291,0.418700,0.418140,1.208486,0.199918,1.040332
0.755924,0.753738,0.751632,0.749605,0.747651,0.745768,0.743951,0.742198,0.740505,0.738871,0.737292,0.735767,0.734292,0.732867,0.731488,0.730155,0.225352,0.093878,0.930371
0.623806,0.619071,0.614419,0.609845,0.605343,0.600911,0.596542,0.592235,0.587984,0.583788,0.579641,0.575543,0.571490,0.567479,0.563508,0.559575,1.573008,0.162509,0.752051
0.745879,0.742890,0.739973,0.737124,0.734338,0.731612,0.728944,0.726330,0.723769,0.721257,0.718792,0.716373,0.713997,0.711663,0.709369,0.707112,1.905243,0.297687,0.852051
0.822701,0.819838,0.817066,0.814382,0.811781,0.809259,0.806813,0.804439,0.802133,0.799894,0.797718,0.795602,0.793546,0.791545,0.789598,0.787703,0.136444,0.337473,1.298926
0.388043,0.387999,0.387957,0.387916,0.387877,0.387839,0.387802,0.387767,0.387733,0.387700,0.387668,0.387636,0.387606,0.387577,0.387549,0.387521,1.207550,0.349800,1.259863
0.599682,0.592336,0.585080,0.577906,0.570810,0.563785,0.556827,0.549932,0.543098,0.536321,0.529601,0.522936,0.516328,0.509776,0.503285,0.496858,0.087779,0.171389,1.157324
0.448710,0.445954,0.443290,0.440715,0.438226,0.435820,0.433492,0.431242,0.429065,0.426960,0.424924,0.422955,0.421052,0.419211,0.417432,0.415712,1.058278,0.078341,0.777246
0.715078,0.711205,0.707420,0.703717,0.700094,0.696545,0.693067,0.689657,0.686311,0.683028,0.679803,0.676636,0.673523,0.670463,0.667452,0.664491,1.076528,0.128101,0.717480
0.577271,0.575020,0.572904,0.570916,0.569051,0.567303,0.565667,0.564138,0.562710,0.561380,0.560143,0.558995,0.557930,0.556947,0.556040,0.555206,1.798553,0.465882,1.235449
0.556849,0.550531,0.544310,0.538181,0.532139,0.526182,0.520304,0.514504,0.508779,0.503127,0.497546,0.492036,0.486595,0.481222,0.475918,0.470683,1.633372,0.450307,1.306543
0.537051,0.533947,0.530960,0.528083,0.525313,0.522645,0.520076,0.517602,0.515220,0.512927,0.510719,0.508595,0.506550,0.504583,0.502691,0.500871,1.673615,0.455647,1.288965
0.695233,0.692498,0.689832,0.687231,0.684691,0.682210,0.679784,0.677412,0.675089,0.672815,0.670586,0.668402,0.666259,0.664157,0.662094,0.660067,1.470062,0.124107,0.628223
0.344519,0.343509,0.342557,0.341662,0.340820,0.340030,0.339288,0.338593,0.337943,0.337335,0.336768,0.336239,0.335747,0.335290,0.334866,0.334474,0.368073,0.083713,1.009277
0.561575,0.559923,0.558329,0.556791,0.555305,0.553870,0.552482,0.551139,0.549839,0.548581,0.547361,0.546179,0.545033,0.543920,0.542841,0.541794,1.100861,0.464309,1.337988
0.441635,0.440299,0.439062,0.437921,0.436871,0.435908,0.435029,0.434230,0.433506,0.432855,0.432272,0.431755,0.431299,0.430902,0.430561,0.430271,1.077464,0.027667,0.634473
0.684222,0.683522,0.682868,0.682256,0.681685,0.681152,0.680654,0.680189,0.679755,0.679351,0.678974,0.678623,0.678297,0.677994,0.677714,0.677453,1.829905,0.243382,0.851074
0.366701,0.356363,0.345915,0.335334,0.324601,0.313706,0.302663,0.291518,0.280379,0.269445,0.259028,0.249545,0.241436,0.235006,0.230318,0.227198,0.337657,0.274784,1.293066
0.575298,0.572159,0.569205,0.566429,0.563826,0.561391,0.559116,0.556997,0.555029,0.553204,0.551518,0.549966,0.548541,0.547239,0.546053,0.544978,1.757843,0.493247,1.308691
0.568662,0.567776,0.566992,0.566303,0.565705,0.565191,0.564756,0.564395,0.564103,0.563876,0.563710,0.563600,0.563543,0.563536,0.563574,0.563655,0.501902,0.067473,0.804395
0.620455,0.613292,0.606211,0.599205,0.592267,0.585389,0.578564,0.571788,0.565053,0.558354,0.551686,0.545044,0.538422,0.531817,0.525222,0.518634,0.576772,0.091570,0.810254
0.471912,0.469026,0.466472,0.464245,0.462339,0.460744,0.459450,0.458446,0.457717,0.457249,0.457026,0.457030,0.457245,0.457653,0.458238,0.458982,1.455088,0.101808,0.771973
0.275178,0.267453,0.259853,0.252400,0.245122,0.238055,0.231246,0.224753,0.218645,0.212999,0.207897,0.203417,0.199618,0.196536,0.194168,0.192481,1.310496,0.253043,1.229785
0.338699,0.330994,0.323324,0.315685,0.308073,0.300486,0.292922,0.285382,0.277865,0.270374,0.262913,0.255489,0.248110,0.240789,0.233541,0.226388,1.605296,0.248442,1.205762
0.456945,0.454571,0.452268,0.450030,0.447857,0.445744,0.443689,0.441691,0.439746,0.437854,0.436012,0.434218,0.432470,0.430769,0.429110,0.427495,0.311452,0.259356,1.240918
0.379326,0.372879,0.366815,0.361174,0.355996,0.351322,0.347192,0.343639,0.340687,0.338348,0.336617,0.335475,0.334889,0.334812,0.335192,0.335972,1.244985,0.421426,1.367676
0.554305,0.549735,0.545357,0.541167,0.537160,0.533332,0.529680,0.526199,0.522885,0.519736,0.516747,0.513915,0.511235,0.508705,0.506319,0.504074,1.723684,0.320590,1.077637
0.536301,0.530524,0.524818,0.519176,0.513592,0.508061,0.502578,0.497138,0.491735,0.486367,0.481028,0.475714,0.470422,0.465147,0.459887,0.454637,0.176687,0.156477,1.129980
0.350115,0.342890,0.335753,0.328700,0.321723,0.314818,0.307982,0.301209,0.294498,0.287845,0.281250,0.274711,0.268229,0.261805,0.255442,0.249144,1.925364,0.096244,0.842871
0.236294,0.233081,0.229994,0.227042,0.224236,0.221590,0.219116,0.216829,0.214743,0.212871,0.211223,0.209804,0.208615,0.207651,0.206903,0.206358,0.383046,0.166759,1.166895
0.630989,0.623480,0.616107,0.608866,0.601756,0.594776,0.587928,0.581213,0.574636,0.568202,0.561916,0.555788,0.549825,0.544037,0.538434,0.533028,0.339996,0.002054,0.605371
0.767309,0.765855,0.764459,0.763119,0.761831,0.760593,0.759401,0.758254,0.757148,0.756083,0.755057,0.754066,0.753110,0.752187,0.751296,0.750435,0.336253,0.071314,0.792676
0.761356,0.760461,0.759594,0.758754,0.757940,0.757150,0.756383,0.755637,0.754912,0.754207,0.753520,0.752850,0.752198,0.751561,0.750940,0.750334,0.839284,0.105949,0.675684
0.508436,0.501604,0.494926,0.488401,0.482025,0.475796,0.469714,0.463776,0.457984,0.452338,0.446838,0.441486,0.436282,0.431229,0.426329,0.421583,1.230479,0.067606,0.641504
0.668959,0.664721,0.660607,0.656610,0.652726,0.648952,0.645282,0.641714,0.638245,0.634870,0.631587,0.628393,0.625286,0.622263,0.619322,0.616461,1.268850,0.317739,1.063770
0.630970,0.625811,0.620820,0.615993,0.611327,0.606818,0.602463,0.598259,0.594205,0.590297,0.586533,0.582911,0.579429,0.576085,0.572875,0.569799,1.485972,0.345061,1.102832
0.439311,0.430902,0.422573,0.414315,0.406120,0.397981,0.389892,0.381848,0.373842,0.365871,0.357931,0.350019,0.342135,0.334277,0.326448,0.318649,1.220184,0.250110,1.172949
0.582581,0.577894,0.573347,0.568938,0.564663,0.560522,0.556511,0.552631,0.548881,0.545259,0.541765,0.538400,0.535162,0.532051,0.529067,0.526210,0.329702,0.012655,0.723145
0.688261,0.684350,0.680537,0.676818,0.673187,0.669641,0.666176,0.662788,0.659474,0.656230,0.653055,0.649944,0.646896,0.643908,0.640979,0.638105,1.071381,0.160551,0.784277
0.497865,0.495555,0.493296,0.491087,0.488923,0.486804,0.484726,0.482688,0.480688,0.478724,0.476794,0.474896,0.473030,0.471194,0.469387,0.467607,0.757863,0.122177,0.898926
0.511412,0.510473,0.509587,0.508749,0.507957,0.507208,0.506500,0.505830,0.505196,0.504597,0.504031,0.503495,0.502988,0.502509,0.502056,0.501629,0.887950,0.080027,0.790723
0.778205,0.773907,0.769705,0.765593,0.761565,0.757619,0.753750,0.749954,0.746229,0.742570,0.738975,0.735442,0.731968,0.728551,0.725188,0.721878,0.139252,0.045326,0.848340
0.762800,0.761556,0.760392,0.759302,0.758282,0.757328,0.756435,0.755601,0.754822,0.754095,0.753416,0.752784,0.752196,0.751649,0.751141,0.750671,1.022247,0.516800,1.313379
0.737894,0.735048,0.732278,0.729581,0.726953,0.724391,0.721891,0.719450,0.717066,0.714737,0.712459,0.710232,0.708052,0.705919,0.703829,0.701782,0.952993,0.389605,1.175488
0.662521,0.659310,0.656208,0.653209,0.650309,0.647504,0.644789,0.642162,0.639618,0.637156,0.634771,0.632461,0.630224,0.628057,0.625957,0.623923,0.666616,0.260413,1.070605
0.610219,0.608303,0.606468,0.604711,0.603028,0.601414,0.599868,0.598386,0.596965,0.595603,0.594297,0.593044,0.591843,0.590691,0.589587,0.588528,1.090566,0.226094,0.953809
0.653410,0.645663,0.637987,0.630373,0.622811,0.615294,0.607814,0.600361,0.592927,0.585506,0.578088,0.570665,0.563230,0.555773,0.548286,0.540760,0.316600,0.302190,1.267676
0.884397,0.882197,0.880073,0.878019,0.876034,0.874113,0.872253,0.870451,0.868704,0.867011,0.865367,0.863772,0.862223,0.860718,0.859255,0.857833,0.141591,0.207597,1.118652
0.609217,0.606400,0.603753,0.601270,0.598942,0.596764,0.594731,0.592835,0.591072,0.589435,0.587920,0.586520,0.585232,0.584048,0.582966,0.581980,1.792938,0.261543,0.907129
0.313751,0.306479,0.299260,0.292093,0.284982,0.277930,0.270944,0.264035,0.257215,0.250501,0.243914,0.237479,0.231226,0.225190,0.219412,0.213932,1.858917,0.059692,0.734473
0.816611,0.809680,0.802865,0.796161,0.789560,0.783057,0.776646,0.770322,0.764081,0.757919,0.751831,0.745814,0.739865,0.733981,0.728160,0.722399,0.170135,0.310585,1.274316
0.688564,0.688181,0.687811,0.687454,0.687107,0.686771,0.686445,0.686128,0.685820,0.685521,0.685229,0.684946,0.684670,0.684400,0.684138,0.683881,1.176666,0.432945,1.203418
0.815826,0.814970,0.814196,0.813499,0.812874,0.812316,0.811821,0.811386,0.811005,0.810677,0.810397,0.810162,0.809970,0.809818,0.809703,0.809623,0.380707,0.112422,0.849512
0.615428,0.613862,0.612370,0.610948,0.609592,0.608299,0.607065,0.605888,0.604764,0.603692,0.602668,0.601691,0.600758,0.599866,0.599016,0.598203,0.805593,0.063956,0.686621
0.738607,0.732942,0.727406,0.721993,0.716696,0.711512,0.706437,0.701465,0.696594,0.691820,0.687140,0.682551,0.678051,0.673638,0.669308,0.665060,1.185557,0.539447,1.384863
0.461325,0.460169,0.459195,0.458392,0.457752,0.457266,0.456925,0.456720,0.456643,0.456683,0.456833,0.457084,0.457428,0.457856,0.458363,0.458940,1.659576,0.159940,0.869434
0.628186,0.623486,0.618906,0.614441,0.610088,0.605843,0.601704,0.597668,0.593732,0.589896,0.586158,0.582515,0.578967,0.575513,0.572152,0.568883,0.570689,0.385911,1.313965
0.741958,0.738187,0.734498,0.730886,0.727347,0.723879,0.720476,0.717136,0.713855,0.710632,0.707462,0.704345,0.701277,0.698256,0.695280,0.692348,1.904775,0.592508,1.326855
0.564361,0.563498,0.562662,0.561851,0.561063,0.560297,0.559552,0.558827,0.558121,0.557433,0.556762,0.556107,0.555468,0.554844,0.554234,0.553637,0.500498,0.362878,1.297949
0.791115,0.787409,0.783816,0.780330,0.776946,0.773660,0.770467,0.767363,0.764346,0.761411,0.758555,0.755776,0.753071,0.750436,0.747870,0.745371,0.842560,0.259701,0.969434
0.767063,0.765948,0.764866,0.763816,0.762794,0.761801,0.760834,0.759892,0.758973,0.758077,0.757203,0.756350,0.755516,0.754700,0.753903,0.753123,0.872040,0.217455,0.875879
0.852959,0.851135,0.849365,0.847647,0.845978,0.844354,0.842775,0.841237,0.839738,0.838277,0.836852,0.835461,0.834103,0.832776,0.831479,0.830211,1.426544,0.392153,1.001270
0.548794,0.546831,0.544948,0.543138,0.541401,0.539731,0.538127,0.536586,0.535105,0.533681,0.532312,0.530997,0.529733,0.528518,0.527351,0.526229,0.241730,-0.013024,0.614941
0.689098,0.688888,0.688686,0.688490,0.688300,0.688115,0.687936,0.687763,0.687594,0.687429,0.687269,0.687114,0.686962,0.686814,0.686669,0.686528,1.834585,0.391635,1.045801
0.568703,0.566929,0.565306,0.563826,0.562482,0.561266,0.560171,0.559191,0.558320,0.557552,0.556880,0.556300,0.555806,0.555393,0.555056,0.554791,1.681101,0.451662,1.231348
0.437456,0.432649,0.428011,0.423543,0.419245,0.415117,0.411161,0.407379,0.403772,0.400340,0.397086,0.394010,0.391112,0.388393,0.385850,0.383483,0.584259,0.094457,0.962598
0.525831,0.520261,0.514799,0.509439,0.504176,0.499006,0.493923,0.488923,0.484004,0.479160,0.474390,0.469689,0.465055,0.460486,0.455979,0.451532,1.797150,0.373494,1.198145
0.843008,0.837953,0.833013,0.828185,0.823462,0.818839,0.814312,0.809878,0.805531,0.801269,0.797088,0.792986,0.788959,0.785006,0.781123,0.777309,0.197744,0.062266,0.822949
0.765015,0.761076,0.757232,0.753476,0.749805,0.746215,0.742701,0.739260,0.735889,0.732586,0.729347,0.726170,0.723052,0.719992,0.716987,0.714035,0.129425,0.153211,1.067871
0.623753,0.623698,0.623645,0.623593,0.623543,0.623496,0.623449,0.623404,0.623361,0.623319,0.623278,0.623238,0.623200,0.623163,0.623126,0.623091,0.658661,0.220568,1.029395
0.728364,0.725601,0.722918,0.720310,0.717774,0.715305,0.712902,0.710561,0.708279,0.706054,0.703883,0.701764,0.699696,0.697675,0.695701,0.693772,0.872508,0.254253,1.002441
0.821544,0.817502,0.813577,0.809763,0.806054,0.802446,0.798935,0.795517,0.792189,0.788947,0.785788,0.782709,0.779708,0.776782,0.773929,0.771146,0.595490,0.286147,1.078418
